example_id,source,question,gold,k,correct,prediction,output_tokens,latency_sec,batch_latency_sec,latent_forwards,n_upstream,error,peak_gpu_mem_gb
10,medqa,"A 23-year-old woman comes to the physician because of a 2-month history of episodic headaches associated with dizziness, nausea, and vomiting. Over-the-counter pain medications have failed to reduce her symptoms. An MRI of the brain shows isolated dilation of the left lateral ventricle. This dilatation is most likely caused by blockade of which of the following structures?
A. Arachnoid villi
B. Interventricular foramen
C. Median aperture
D. Lateral apertures
Choose the correct option.",b,0,True,b,935,21.770600274205208,21.770600274205208,3,3,,28.495712280273438
11,medqa,"A 65-year-old man comes to the physician because of progressively worsening fatigue for 6 months. During this time, he has also had shortness of breath and palpitations on exertion. He has noticed blood in his stools on three separate occasions in the past 4 months. He has type 2 diabetes mellitus and end-stage renal disease. He drinks two to four beers daily. He does not smoke. His pulse is 95/min and blood pressure is 120/70 mm Hg. Examination shows pale conjunctivae. The abdomen is soft with no organomegaly. Rectal examination is unremarkable. His hemoglobin concentration is 7.2 g/dL, hematocrit is 32%, and mean corpuscular volume is 68 μm3. Which of the following is the most likely underlying cause of this patient's bleeding?
A. Inflammation in an outpouching of the colonic wall
B. Symptomatic enlargement of hemorrhoidal plexus
C. Chronic mucosal and submucosal inflammation of the colon
D. Arteriovenous malformation in the colonic wall
Choose the correct option.",d,0,True,d,1860,43.29201067984104,43.29201067984104,3,3,,28.495712280273438
12,medqa,"An 11-month-old boy is brought to the physician for a well-child examination. He is growing along with the 75th percentile and meeting all milestones. Physical examination shows a poorly rugated scrotum. The palpation of the scrotum shows only 1 testicle. A 2nd testicle is palpated in the inguinal canal. The examination of the penis shows a normal urethral meatus. The remainder of the physical examination shows no abnormalities. Which of the following is the most appropriate next step in management?
A. Chorionic gonadotropin therapy
B. Exploratory laparoscopy
C. Orchiectomy
D. Orchiopexy
Choose the correct option.",d,0,True,d,1123,26.31837449222803,26.31837449222803,3,3,,28.495712280273438
13,medqa,"A 24-year-old woman presents to her primary care physician for a wellness visit. She says that she has been generally healthy but has noticed difficulty concentrating, becoming increasingly fatigued, and a 15-pound weight increase over the course of a few months. She also reports mild constipation and joint pain. Approximately 6-months ago, she experienced palpitations, increased stool frequency, and a hand tremor. Her past medical history is significant for asthma. Her father is not living and had Parkinson disease, and her mother has poorly controlled rheumatoid arthritis. She is currently sexually active in a monogamous relationship and uses contraception consistently. She denies cigarette smoking and occasionally drinks wine. She experimented once with lysergic acid diethylamide 6 years ago. Her temperature is 99°F (37.2°C), blood pressure is 127/98 mmHg, pulse is 55/min, and respirations are 13/min. On physical exam, the patient has slow speech and movement. She has tenderness to palpation of her wrist and ankle joints. She has delayed relaxation of deep tendon reflexes. Which of the following will most likely be found in this patient?
A. Elevated TSH
B. High Patient Health Questionnaire-9 (PHQ-9) score
C. Positive anti-CCP antibodies
D. Positive urine toxicology
Choose the correct option.",a,0,True,a,767,18.390595097094774,18.390595097094774,3,3,,28.495712280273438
14,medqa,"A 16-year-old boy is rushed to the emergency room with acute vomiting and abdominal pain that began earlier today. His parents say that the boy was doing well until two days ago when he told them that he was feeling unwell. He has diabetes and takes insulin but stopped taking it when he began to feel poorly two days ago. His temperature is 37°C (98.6°F), respirations are shallow and rapid with a rate of 33/min, pulse is 107/min, and blood pressure is 101/68 mm Hg. He appears severely dehydrated, showing signs of fatigue, and poor skin turgor. His breath has a fruity smell to it. His blood glucose level is 691 mg/dL. Blood is drawn for labs and the results are given below:
Serum:  
  pH: 7.21
  pCO2: 32 mm HG
  HCO 3-: 15.2 mEq/L
Sodium: 122 mEq/L
Potassium: 5.8 mEq/L
Urinalysis is positive for ketone bodies. What is the most appropriate immediate step in the management of this patient?
A. Administer IV fluids and insulin
B. Administer IV antibiotics
C. Administer IV fluids with oral antidiabetic medications
D. Administer potassium and magnesium
Choose the correct option.",a,0,True,a,1006,24.258784342557192,24.258784342557192,3,3,,28.495712280273438
15,medqa,"A 22-year-old woman comes to the physician for the evaluation of irregular menstrual bleeding. Menses have occurred at 45- to 90-day intervals since menarche at the age of 15 years. Her last menstrual period was 5 weeks ago. The patient reports that she was too embarrassed to discuss this issue with anyone until now. Over the past two years, she was unable to become pregnant despite having unprotected sexual intercourse with her husband on a regular basis. There is no personal or family history of serious illness. She is 170 cm (5 ft 7 in) tall and weighs 85 kg (187 lb); BMI is 29.4 kg/m2. Her vital signs are within normal limits. Examination shows oily skin and severe facial acne. There is abnormal pigmented hair on the upper lip and around both nipples. The patient wishes to have children. In addition to recommending lifestyle modifications, which of the following is the most appropriate step in management?
A. In vitro fertilization with patient's egg
B. Progesterone therapy
C. Clomiphene therapy
D. Leuprolide therapy
Choose the correct option.",c,0,True,c,697,16.718404974788427,16.718404974788427,3,3,,28.495712280273438
16,medqa,"A 61-year-old man presents to the clinic with complaints of excessive thirst, frequent urination, and partial visual loss in both eyes for 1 day. His family history is significant for type 2 diabetes mellitus in his mother and cousin. His weight is 112 kg ( 246.9 lb), height 187 cm (6 ft 1 in), blood pressure: 150/90 mm Hg, heart rate: 89/min, respiratory rate: 14/min, and temperature: 36.7℃ (98.4℉). The physical examination is significant for dry skin, a pustular rash over the patient’s shoulders and back, an accentuated second heart sound (S2) best heard in the second intercostal space at the right sternal border, and distal loss of vibration sensitivity in both feet. A fundoscopic examination shows small red dots in the superficial retinal layers suggestive of microaneurysms. The HbA1c is 9% and the urinalysis shows the following:
Color Pale yellow (light/pale-to-dark/deep amber)
Clarity Cloudy
pH 6.6
Specific gravity 1.010
Glucose 199 mg/dl
Ketones None
Nitrites Negative
Leukocyte esterase Negative
Bilirubin Negative
Urinary bilirubin Traces
Red blood cells 3 RBCs
Protein 120 mg/d
RBCs ≤ 2 RBCs/hpf
WBCs 22 WBCs/hpf
Epithelial cells 27 squamous epithelial cells/hpf
Casts 5 hyaline casts/lpf
Crystals Occasional
Bacteria None
Yeast Present
Which of the following statements best describes the cause of this patient’s glucosuria?
A. There is a disruption of primary active transport of glucose in the proximal renal tubules
B. Secondary active transporters fail to completely reabsorb glucose in the renal tubules
C. There is a disruption of passive transport of the glucose in the proximal renal tubules
D. Glucosuria results from increased glomerular filtration rate
Choose the correct option.",b,0,True,b,1130,26.733471482992172,26.733471482992172,3,3,,28.495712280273438
17,medqa,"A 61-year-old woman presents to an outpatient clinic with fatigue and mild neck pain for a month. She adds that she is having difficulty swallowing. She denies trouble with her breathing but endorses 5–10 lb of unintentional weight loss over the past few months. On physical exam, the patient’s fingernails appear flat and mild conjunctival pallor is noted. An upper barium esophagram shows an upper esophageal web. A complete blood count reveals:
Hb% 10 gm/dL
Total count (WBC) 11,000 /mm3
Differential count:
Neutrophile 70%
Lymphocytes 25%
Monocytes 5%
ESR 10 mm/hr
What is the most likely diagnosis?
A. Plummer-Vinson syndrome
B. Esophageal squamous cell carcinoma
C. Zenker’s diverticulum
D. Achalasia
Choose the correct option.",a,0,True,a,614,14.738699980080128,14.738699980080128,3,3,,28.495712280273438
18,medqa,"A 28-year-old woman with no significant past medical history presents to her primary care physician with increased menstrual bleeding over the past three months. She also notes easy bruising and bleeding from her gums when brushing her teeth. She is sexually active with multiple partners and has no history of intravenous drug use. Physical exam is remarkable for petechiae and scattered ecchymoses on the patient's bilateral upper and lower extremities. Urine beta-HCG is negative. Laboratory results are as follows: Hgb 13.0 g/dL, WBCs 6,000/mL, platelets 95,000/mL, PT 13.2s, aPTT 30s. Peripheral blood smear shows normocytic, normochromic red blood cells and few platelets with no morphologic abnormalities. Which diagnostic study should be performed next?
A. Serum factor VIII levels and von Willebrand factor activity
B. Measurement of ADAMTS13 activity
C. HIV and HCV testing
D. Bone marrow aspiration
Choose the correct option.",c,0,False,2,4096,96.76117752119899,96.76117752119899,3,3,,28.495712280273438
19,medqa,"A 55-year-old man with a history of chronic glomerulonephritis due to IgA nephropathy presents to your office with bone pain. Which of the following laboratory findings would you most expect upon analysis of this patient's serum?
A. Increased PTH, decreased calcium, increased phosphate, decreased calcitriol
B. Decreased PTH, increased calcium, increased phosphate, increased calcitriol
C. Decreased PTH, decreased calcium, increased phosphate, decreased calcitriol
D. Normal PTH, normal calcium, normal phosphate, normal calcitriol
Choose the correct option.",a,0,True,a,442,10.48040509596467,10.48040509596467,3,3,,28.495712280273438
20,medqa,"A 50-year-old man presents to his primary care doctor following an inguinal hernia repair. The patient reports no pain in his lower abdomen or groin, no constipation, and states that he enjoys his usual diet. He denies any use of alcohol, tobacco, or illicit drugs. He has returned to work as a cruise ship attendant. Preoperative workup included chest radiography which demonstrated an opacification in his right middle lobe. The patient agrees to undergo computed tomography (CT) of his chest without contrast for further evaluation. The radiologist reports an 8 mm nodule in the patient's peripheral right middle lobe that has regular margins and appears calcified. One year later, the patient obtains another chest CT without contrast that reports the nodule size as 10 mm with similar characteristics. What is the most appropriate next step in management?
A. CT chest without contrast in 24 months
B. Positive emission tomography (PET) of chest now
C. Right middle lobectomy now
D. Bronchoscopy-guided biopsy now
Choose the correct option.",b,0,False,a,2258,52.867802515625954,52.867802515625954,3,3,,28.495712280273438
21,medqa,"An 8-year-old boy is brought to the physician by his parents for short stature. Neither his clothing nor his shoe size have changed over the past year. He also frequently bumps into obstacles such as furniture and has headaches at night. He is always thirsty for cold water and has been urinating more frequently. Three years ago, he had an asthma attack that was treated with albuterol and a one-week course of steroids. His mother has Hashimoto's thyroiditis and had precocious puberty. His mother's height is 147 cm (4 ft 10 in) and his father's height is 160 cm (5 ft 3 in). He is at the 5th percentile for height and 5th percentile for weight. His temperature is 37°C (98.6°F), pulse is 98/min, respirations are 16/min, and blood pressure is 100/64 mm Hg. Examination shows a soft and nontender abdomen. The genitals and pubic hair are both Tanner stage 1. Axillary hair is absent. Patellar reflexes are 1+ bilaterally. Laboratory studies show:
Na+ 145 mEq/L
K+ 4.1 mEq/L
Cl- 102 mEq/L
HCO3- 25 mEq/L
Ca2+ 9.4 mg/dL
Glucose 110 mg/dL
Thyroid-stimulating hormone 0.3 μU/mL
Thyroxine 3.9 μg/dL
Insulin-like growth factor 1 24 ng/mL (N=61–356 ng/mL)
Insulin-like growth factor binding protein 3 2.1 mcg/mL (N=1.6–6.5 μg/mL)
Which of the following is the most likely diagnosis?""
A. Rathke cleft cyst
B. Craniopharyngioma
C. Multiple endocrine neoplasia
D. Pituitary adenoma
Choose the correct option.",b,0,True,b,1465,34.47711656987667,34.47711656987667,3,3,,28.495712280273438
22,medqa,"A 9-month-old boy is brought to his pediatrician by his mother for a routine health checkup. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. He was breastfed for the first 3 months and then switched to cow’s milk and about two months ago she started giving him fruits and vegetables. Family history is noncontributory. Today, his heart rate is 120/min, respiratory rate is 40/min, blood pressure is 90/50 mm Hg, and temperature of 37.0°C (98.6°F). On examination, he has a heartbeat with a regular rate and rhythm and his lungs are clear to auscultation bilaterally. Generally, the boy looks pale. His weight and height fall within the expected range. A complete blood count (CBC) shows the following:
Hemoglobin (Hb): 9.1 g/dL
Mean corpuscular volume (MCV): 65 fL
Total iron binding capacity (TIBC): 550 μg/dL
Serum iron: 45 µg/dL
Serum lead: < 5 µg/dL
What is the best treatment for this patient?
A. Iron supplementation only
B. Proper diet and iron supplementation
C. Multivitamins
D. Proper diet only
Choose the correct option.",b,0,True,b,1006,23.667202852666378,23.667202852666378,3,3,,28.495712280273438
23,medqa,"Three patients present to the pediatrician for routine well-child visits. The first child’s mother reports that he seems to be breastfeeding well and voids at least eight times per day. His stools are a yellow color, and he does not seem to be straining. In the office, he can lift his head and chest when in the prone position, and he can track an object with his eyes to the midline. His hands remain fisted 50% of the time.

The second child’s parents report that she is doing well at home and seems to enjoy playing with her older brother. In the office, she can roll from supine to prone and can transfer her rattle from hand to hand. She cannot yet say any words.

The third child’s father reports that he is starting to explore the world around him. He has begun taking independent steps at home. In the office, he seems to recognize the name of several objects, but he cannot follow the direction to “grab the ball.” All three children are assessed as developmentally normal.

Which of the following represents these patient's respective ages?
A. Ages 1 month, 4 months, and 9 months
B. Ages 2 months, 4 months, and 12 months
C. Ages 2 months, 6 months, and 9 months
D. Ages 2 months, 6 months, and 12 months
Choose the correct option.",d,0,False,b,3406,79.7184988707304,79.7184988707304,3,3,,28.495712280273438
24,medqa,"A 22-year-old primigravida presents for a regular prenatal visit at 16 weeks gestation. She is concerned about the results of a dipstick test she performed at home, which showed 1+ glucose. She does not know  if her liquid consumption has increased, but she urinates more frequently than before. The course of her pregnancy has been unremarkable and she has no significant co-morbidities. The BMI is 25.6 kg/cm2 and she has gained 3 kg (6.72 lb) during the pregnancy. The blood pressure is 110/80 mm Hg, the heart rate is 82/min, the respiratory rate is 14/min, and the temperature is 36.6℃ (97.9℉). The lungs are clear to auscultation, the heart sounds are normal with no murmurs, and there is no abdominal or costovertebral angle tenderness. The laboratory tests show the following results:
Fasting glucose 97 mg/L
ALT 12 IU/L
AST 14 IU/L
Total bilirubin 0.8 mg/dL(15 µmol/L)
Plasma creatinine 0.7 mg/dL (61.9 µmol/L)
Which of the following tests are indicated to determine the cause of the abnormal dipstick test results?
A. HbA1c measurement
B. No tests required
C. Urinalysis
D. Oral glucose tolerance test
Choose the correct option.",b,0,False,d,2310,53.93409067764878,53.93409067764878,3,3,,28.495712280273438
25,medqa,"A four-day-old neonate is brought to the pediatrician with vaginal discharge for the last two days. Her mother is concerned about the blood-tinged discharge but states that her daughter has been feeding and voiding well. The neonate was delivered at 39 weeks gestation by an uncomplicated vaginal delivery, and she and her mother were discharged home after two days. The prenatal course was complicated by chlamydia in the mother during the first trimester, for which she and the partner were both treated with a negative test of cure. The neonate’s biological father is no longer involved the patient's care, but her mother’s boyfriend has been caring for the baby whenever the mother rests. At this visit, the neonate’s temperature is 98.5°F (36.9°C), pulse is 138/min, and respirations are 51/min. She appears comfortable, and cardiopulmonary and abdominal exams are unremarkable. There are no bruises or marks on her skin. Examination of the genitals reveals no vulvar irritation or skin changes, but there is scant pink mucoid discharge at the introitus. Which of the following is the best next step in management?
A. Vaginal exam under anesthesia
B. Vaginal culture
C. Warm water irrigation of the vagina
D. Reassurance
Choose the correct option.",d,0,True,d,861,20.225755132734776,20.225755132734776,3,3,,28.495712280273438
26,medqa,"A group of researchers decided to explore whether the estimates of incidence and prevalence rates of systemic lupus erythematosus (SLE) were influenced by the number of years it took to examine administrative data. These estimates were not only based on hospital discharges, but also on physician billing codes. For study purposes, the researchers labeled incident cases at the initial occurrence of SLE diagnosis in the hospital database, while prevalent cases were those that were coded as harboring SLE at any time, with patients maintaining their diagnosis until death. Which statement is true regarding the relationship between incidence and prevalence rates during the time period that might be chosen for this specific study?
A. Incidence rates will be higher during shorter time periods than longer periods.
B. The prevalence of SLE during consecutively shorter time windows will be overestimated.
C. The inclusion of attack rates would increase incidence estimates in longer time periods.
D. The inclusion of attack rates would decrease incidence estimates in shorter time periods.
Choose the correct option.",a,0,False,5,4096,95.2696421071887,95.2696421071887,3,3,,28.495712280273438
27,medqa,"A 76-year-old woman visits a physician for a general medical examination. She is asymptomatic. Six months prior, she had a cerebral stroke with left hemiparesis, from which she has almost completely recovered with physiotherapy. She has a history of hypertension and atrial fibrillation (AF). She has no significant ischemic, valvular, or structural heart disease. She takes metoprolol, amlodipine, warfarin, and atorvastatin. Blood pressure is 125/70 mm Hg, pulse is 75/min with an irregular rhythm. Respirations are 13/min. She has a minor limp and weakness in her left arm and leg. Heart exam shows no abnormalities other than irregular beats. To assess adherence and therapeutic efficacy in this patient, which of the following studies should be ordered?
A. Echocardiogram
B. International normalized ratio
C. Partial thromboplastin time
D. Serum drug levels
Choose the correct option.",b,0,True,b,1180,28.30591421201825,28.30591421201825,3,3,,28.495712280273438
28,medqa,"A 16-year-old boy with a seizure disorder and cognitive delay is brought to the physician because of progressively worsening right lower extremity weakness for the past 6 months. He does not make eye contact and sits very close to his mother. Physical examination shows a grade 3/6 holosystolic murmur at the cardiac apex. Neurological examination shows decreased strength in the right lower leg with normal strength in the other extremities. Fundoscopic examination shows several multinodular, calcified lesions in the retina bilaterally. A photograph of his skin findings is shown. This patient's condition is most likely due to a mutation in which of the following?
A. NF1 gene on chromosome 17
B. NF2 gene on chromosome 22
C. TSC1 gene on chromosome 9
D. VHL gene on chromosome 3
Choose the correct option.",c,0,True,c,1612,37.651736564934254,37.651736564934254,3,3,,28.495712280273438
29,medqa,"A 75-year-old woman presents to the emergency department with 30 minutes of slurred speech and arm weakness. On the drive over to the hospital, her symptoms have resolved completely. The patient has a past medical history of hypertension, atrial fibrillation, diabetes, morbid obesity, gout, and vascular claudication. Her temperature is 99.0°F (37.2°C), blood pressure is 184/111 mmHg, pulse is 88/min, respirations are 15/min, and oxygen saturation is 98% on room air. Physical exam reveals cranial nerves II-XII as grossly intact with normal strength and sensation in the patient's upper and lower extremities. The patient's memory is intact and her speech seems normal and fluent. Her gait is stable with no ataxia. An initial head CT demonstrates diffuse atrophy which is consistent with previous head CT scans. Which of the following is the best next step in management?
A. CT angiogram
B. Echocardiogram
C. Heparin
D. MRI
Choose the correct option.",a,0,False,d,2413,56.28131449967623,56.28131449967623,3,3,,28.495712280273438
30,medqa,"An investigator is studying the pattern of glutamate release from presynaptic nerve terminals in human volunteers with Alzheimer disease. The concentration of glutamate in the CA1 region of the hippocampus is measured using magnetic resonance spectroscopy after Schaffer collateral fibers are electrically stimulated. Which of the following events most likely occurs immediately prior to the release of neurotransmitters?
A. Activation of G protein-coupled receptors
B. Accumulation of cAMP
C. Opening of ligand-gated ion channels
D. Influx of calcium
Choose the correct option.",d,0,True,d,418,9.838009405881166,9.838009405881166,3,3,,28.495712280273438
31,medqa,"A 35-year-old woman presents to her primary care provider concerned that she may be pregnant. She has a history of regular menstruation every 4 weeks that lasts about 4 days with mild to moderate bleeding, but she missed her last period 2 weeks ago. A home pregnancy test was positive. She has a 6-year history of hyperthyroidism that is well-controlled with daily methimazole. She is currently asymptomatic and has no complaints or concerns. A blood specimen is taken and confirms the diagnosis. Additionally, her thyroid-stimulating hormone (TSH) is 2.0 μU/mL. Which of the following is the next best step in the management of this patient?
A. Continue methimazole
B. Discontinue methimazole, start propylthiouracil
C. Add glucocorticoids
D. Refer for radioiodine therapy
Choose the correct option.",b,0,True,b,754,17.70695136114955,17.70695136114955,3,3,,28.495712280273438
32,medqa,"A 63-year-old man is aiming to improve his health by eating a well balanced diet, walking daily, and quitting smoking following a 45-year smoking history. While on his daily walks he notices a strong cramping pain in his calves that consistently appears after a mile of walking. He sees his physician and a diagnosis of peripheral artery disease with intermittent claudication is made. To improve his symptoms, cilostazol is prescribed. What is the mechanism of action of this medication?
A. Irreversible cyclooxygenase inhibitor
B. Thromboxane synthase inhibitor
C. Adenosine diphosphate receptor inhibitor
D. Phosphodiesterase inhibitor
Choose the correct option.",d,0,True,d,666,15.731778234243393,15.731778234243393,3,3,,28.495712280273438
33,medqa,"A 25-year-old woman comes to the physician because of irregular menstrual bleeding. Menses have occurred at 30- to 90-day intervals since menarche at the age of 12 years. Her last menstrual period was 6 weeks ago. She is sexually active with her husband and they do not use condoms. There is no personal or family history of serious illness. She is 170 cm (5 ft 7 in) tall and weighs 73 kg (161 lb); BMI is 25.3 kg/m2. Her vital signs are within normal limits. Examination shows oily skin and severe acne on the face. There is dark hair on the upper lip and around both nipples. Laboratory studies show:
Dehydroepiandrosterone sulfate 6.2 μg/mL (N=0.5–5.4)
Follicle-stimulating hormone 20 mIU/mL
Luteinizing hormone 160 mIU/mL
Testosterone 4.1 nmol/L (N < 3.5)
A urine pregnancy test is negative. Which of the following tests is the most appropriate next step in screening for comorbidities in this patient?""
A. 17-hydroxyprogesterone and cortisol level measurements
B. CA-125 level measurement
C. Blood glucose and cholesterol level measurements
D. TSH and T4 level measurements
Choose the correct option.",c,0,False,a,1617,37.85059815272689,37.85059815272689,3,3,,28.495712280273438
